seller_city,seller_state,order_id,review_score,review_creation_date,product_name_lenght,product_description_lenght,product_photos_qty
itau de minas,MG,79da3f5fe31ad1e454f06f95dc032ad5,5,2018-06-14,60,703,6
sao paulo,SP,6aa761d20ab1c766a9fd060abd448f77,5,2018-08-25,58,774,1
juiz de fora,MG,f1a0df7b904668cd90438d0b076d522f,5,2018-07-15,56,1494,1
florianopolis,SC,b3d481d6ef4fe95f82baa8d0689de1bb,5,2018-06-09,47,886,4
sao paulo,SP,621e3ac1e934f773b4db54dbaa49edab,4,2018-04-21,52,303,2
birigui,SP,03a0b96d81d76a3214b7b49ec31e6eb7,4,2018-06-21,41,517,1
oliveira,MG,87ce6f9094188f36623b250901635869,4,2018-08-30,60,850,1
sabara,MG,7511b74731e2d79ebe5d9ad5d6c55a15,5,2018-05-15,56,349,3
pedrinhas paulista,SP,9fc6440104c0af2d54ef7ff9e71703eb,4,2018-04-26,55,880,3
sao bernardo do campo,SP,66396f37a00b742094e5bb7fa7398ea7,1,2018-06-22,55,1702,5
belo horizonte,MG,1b00c25be45a0f9ab100986981fb084d,5,2018-06-30,50,429,4
sao paulo,SP,6dcabd3eb3b032196389c9b76464dd8b,5,2018-05-26,50,314,1
votuporanga,SP,bac64cbfd217477d0b1d11fd3552ffbf,5,2018-06-09,55,1181,1
presidente prudente,SP,3891ed2dfed1d43066ed7d9f188ad89e,5,2018-07-31,49,375,2
holambra,SP,581e402f36b377643fce426a28dc17e4,5,2018-06-24,53,558,1
mogi das cruzes,SP,b14127bfb817fb9d5883aacd257bb447,3,2018-08-17,18,612,1
ararangua,SC,ca2bf936bb1f3bc31d83dd119beb1efc,1,2018-07-27,50,78,1
pinhais,PR,f6f3648ab3e140b29823bbdb84a34455,2,2018-08-14,45,179,1
sao paulo,SP,668b09e578d6cdac0eb996a3457d49a5,5,2018-07-12,52,673,1
sao caetano do sul,SP,5f149cfaf9ec98e580e5cf5e000b5aaa,1,2018-05-01,57,991,1
sao paulo,SP,5627a31940ca40213ead4a6a71e7b386,1,2018-05-31,42,831,1
sao paulo,SP,5cf4f1db71ef2896c0c286637f7dffd1,1,2018-07-31,54,909,2
londrina,PR,2b73cfa36a63e2ba82be54965d188a7e,5,2018-08-28,36,218,1
sao paulo,SP,ca64208b67f4cb6e1503818a3317485f,5,2018-07-15,40,274,1
ribeirao preto,SP,7fccb4a84a452c9ecd61ba5c182161a6,3,2018-05-15,49,199,1
ribeirao preto,SP,1e6582156af0035606a446213730ca65,5,2018-06-06,58,591,1
birigui,SP,39aef66a5df5a9506807af923c52b62b,5,2018-05-16,48,204,1
sao paulo,SP,52018484704db3661b98ce838612b507,1,2018-08-31,56,1100,2
goiania,GO,cd94df7a0a839741782e115e9cb997fe,5,2018-08-18,58,102,1
sao paulo,SP,a400b16a97414ec974f5a6910c28dbe5,5,2018-08-21,53,1750,3
nova iguacu,RJ,8420b0f7022cf4d4ec5eec76ce180669,1,2018-07-25,54,1057,6
guarulhos,SP,36e58b4c22ccc72a859dd70a840db411,5,2018-08-25,64,409,2
porto alegre,RS,323d47b2350119b2f1da2f6fe63e1e73,1,2018-07-04,52,572,1
sao paulo,SP,5ab34a3449b54e0fff6d7ba20781a655,5,2018-08-14,51,122,4
sao paulo,SP,fbf7da560930fa17715f1fa8e0b4ac81,5,2018-08-01,33,523,3
limeira,SP,7e27277184720891692df939d3a7b048,3,2018-08-09,56,729,1
rio de janeiro,RJ,8efcf7a83f834c59c8d6d7d570d41485,5,2018-05-23,58,663,1
pato bragado,PR,bd02833fc86efad05af6d9d8cc4a8b3e,4,2018-07-28,54,240,1
carazinho,RS,09854629eee79bc8d606247198ae822b,1,2018-05-09,58,2375,6
arinos,MG,64eb693e04aa8e46522872834d4dbe03,4,2018-06-28,57,1887,2
sao pedro,SP,8be031b84394ed99ee85be1985019058,5,2018-05-08,52,894,1
lages,SC,c6b834f817f95bd7f31d78814dbb14ac,5,2018-05-17,45,499,6
sao paulo,SP,163099b696818c7c5dd7ffb4e01209d6,5,2018-06-10,47,115,6
maua,SP,72bab69c50432c6f94d8b50a5f84b69a,5,2018-08-18,55,800,1
sao paulo,SP,2408c82f4d0bc3152844a50802d332e3,4,2018-07-06,55,943,4
porto ferreira,SP,0c6a2732270e3f0f66bd73dbde93b59e,3,2018-08-05,30,503,1
carapicuiba,SP,2a6d616eaf63de4f52782d2df79f405b,5,2018-06-13,58,502,4
ampere,PR,73cfaa863221d5987b3f6aa644affca3,5,2018-08-31,31,735,3
divinopolis,MG,152c82feee7072e62c6496ad13cc188d,5,2018-08-03,25,287,1
belo horizonte,MG,adfb15b690df8a5aa4c327edfc6ea9f3,5,2018-08-24,50,589,2
sao jose dos pinhais,PR,e4dfdab4dc28a8727655a0f0a19224b2,2,2018-06-09,60,1596,3
sao paulo,SP,c5d37fd7edf7a0833228d03ce7eb7531,4,2018-08-22,60,332,2
itauna,MG,5abdfb6d65a94da27f6cfb009d417f6b,1,2018-05-20,15,728,1
guaruja,SP,ebdb644689d34624ae893cfe690e6734,2,2018-06-22,47,1115,3
sao paulo,SP,988ed9a83d6e55d6eaef87fac1a94439,5,2018-05-05,58,751,5
florianopolis,SC,a97a2be3f668f7c6d75a218b2dba8720,5,2018-08-18,59,445,1
sao paulo,SP,f70dff3502fa3fe88532b170cf4f126a,5,2018-08-21,51,546,3
porto alegre,RS,e1320973675a5fc37fab54cb22c582ab,1,2018-08-09,37,269,3
mogi mirim,SP,5ba8503668408d9c4b89795726cb7f4e,1,2018-06-02,60,137,1
joinville,SC,c42acf5422921456e6ca7c15cf515c72,5,2018-05-09,59,651,5
curitibanos,SC,39025116fcaa7e80f47dfc0cd2bb4207,5,2018-05-05,60,776,6
brasilia df,DF,efcecbba5f4753891d53ad200a60e81f,1,2018-08-07,28,238,1
tres coracoes,MG,9acc2273b31b949190b1e828d326a926,5,2018-07-31,42,331,1
sao paulo,SP,f587df50c2e86f1ab4e775486ed04d94,5,2018-05-16,25,253,3
fortaleza,CE,8898a51e0e6b578277a7c20d5b31877b,5,2018-06-22,56,617,3
sao paulo,SP,9e73206bec0372cd5c586577e7910236,5,2018-06-05,44,1250,4
sao paulo,SP,92f53cdbef0f16b315c62faa337c4672,5,2018-08-01,51,966,3
sao jose dos campos,SP,b0087bdf94b7aaab2e0fb914d1d99d9d,5,2018-06-27,55,703,1
mogi das cruses,SP,bfaa65d09b9fd34aa36a23ad90fa7db3,3,2018-06-29,58,942,2
sao paulo,SP,d5a2d5dbc8d728f724b8427dae1f97ba,5,2018-08-22,31,958,3
sao paulo,SP,6c353b764e0d5e28cb2852e8e8603def,3,2018-08-05,51,309,1
campinas,SP,c59691ad2976778e15003aefa6dafaed,2,2018-07-25,53,357,2
hortolandia,SP,0b8e4fe7f85610340424b314dc68c366,5,2018-08-28,51,231,1
sao paulo,SP,ae103e0dfaa3fc6e8b8c9cf179c7a94d,3,2018-07-01,57,703,6
belo horizonte,MG,b77da58943f12a6562df928e821440c9,5,2018-07-26,39,468,1
maringa,PR,f79be098ac7bd8ee0c272aa8f6b61d50,3,2018-07-14,55,514,1
rio de janeiro,RJ,b8ca5c17e73529b3e763b42b5e1ad575,5,2018-07-28,52,693,1
atibaia,SP,73a701180eb8c7933d23e211f735302b,5,2018-08-17,54,1785,1
porto belo,SC,947ee6ab639791b5711558a7e55cf98e,5,2018-07-29,55,416,1
toledo,PR,2cee056eb245a8978a5d8a408436e82f,3,2018-08-16,50,619,5
marilia,SP,b469d27d92d32ac0ddb615a295f2e9c4,4,2018-06-08,54,381,2
curitiba,PR,f18209d8f562e6e43f73013f3e9aa40c,3,2018-05-03,57,707,1
ipatinga,MG,deeed712c83b155989e7ccf569ecc9c3,5,2018-06-14,55,370,1
caxias do sul,RS,79e843f791612177a6bb9f948f96f904,5,2018-06-21,59,555,1
laguna,SP,bfadb548852a3f28f3beba2245ccd552,4,2018-05-23,59,1100,6
pedreira,SP,47073fb1adb2b41ef8bba8c77d8ed86f,3,2018-05-31,56,1720,1
sao paulo,SP,346b2fb1fdc9e25b67e293bbd5fe9ec7,5,2018-07-03,58,184,1
campinas,SP,1422a4b4a2aa8b66fd49ff5557200b42,5,2018-06-05,60,401,2
atibaia,SP,59e53c261681312bd398bcac254262e8,5,2018-07-12,30,167,1
juiz de fora,MG,79366f58da7efaf2b4717cb46d852fcd,4,2018-06-05,49,515,1
sao paulo,SP,b45b66d3543568daaa1fe2290859d88a,1,2018-07-11,60,566,1
dores de campos,MG,818961050c379d7725bfa37c6f6c40ce,1,2018-05-15,30,299,2
sao paulo - sp,SP,fe5f4fa1c18761b398e46c402c067ddf,5,2018-07-06,46,803,1
sao paulo,SP,f750e148543e798460383fda407de8be,5,2018-06-07,52,3500,3
sao caetano do sul,SP,3a48b55756a18df2a80f25a120eac75e,1,2018-06-08,56,488,3
araras,SP,c39c44584dde0d84f912a395af0bef21,5,2018-08-15,64,547,3
divisa nova,MG,9a5c80e67090c3a500008823e3dd8eb8,2,2018-06-06,32,1883,1
sao paulo,SP,610cb5d8ac9938a7e80ee9e3b9c04be5,1,2018-06-07,16,978,1
guarulhos,SP,de001e88a16cecc089b911816d0cc818,3,2018-07-04,59,760,2
santo andre,SP,162cf02f9877cddb71e0bb217b585128,4,2018-08-21,59,1391,3
sorocaba,SP,1f453524ca7946b73a175299b82a66c0,3,2018-06-08,48,731,1
campinas,SP,41be20762988289839be27508848b8ef,5,2018-05-05,55,617,1
igaracu do tiete,SP,4de5e476244e0fced5eabc7d26c02dd9,1,2018-06-05,52,537,1
americana,SP,c43d9824271456d761379296996811fc,2,2018-08-01,59,497,2
brusque,SC,f3ef0ddf732dfd6a0c31fe3f8cd3b948,5,2018-07-01,30,1155,1
brusque,SC,cf014dc8804713618176fc95af41b221,4,2018-07-06,10,2068,1
sao caetano do sul,SP,7c84f3ad69b989de803692b81743e3e7,4,2018-07-25,56,1236,1
uberlandia,MG,7813842ae95e8c497fc0233232ae815a,1,2018-08-03,54,315,1
pitangueiras,SP,d063dcc119860db74b0e76cbac5fb4ca,5,2018-08-30,56,214,2
belo horizonte,MG,6be0e40ad5ed600b9e6b90fb9f58ba3a,1,2018-04-26,58,457,3
franca,SP,bbed43d93838be47e3a0b194063660e2,5,2018-06-29,54,90,2
sao paulo,SP,401de49ffa73d6f2b442357b6c84beab,5,2018-07-10,35,240,3
rio de janeiro,RJ,4dd4fdc64737dc3f4472ceda049cb1ba,1,2018-08-25,49,476,1
sao paulo,SP,67d8f4eb477222d7b5b81daa8e007bdd,1,2018-05-17,33,106,2
sao paulo,SP,e94463ec887705d951724d52248d7855,3,2018-06-20,54,757,6
sao paulo,SP,93b590057f946fba0bb236c96d384a89,4,2018-06-10,37,1642,10
curitiba,PR,256c2127e05b924a7cbf69f95e3c4830,2,2018-08-21,41,312,2
guarulhos,SP,36fab5ed597c9dca017dfa0711e84687,5,2018-06-27,56,1133,1
sorocaba,SP,ba726c9844d9393a779180c32dbfa0eb,5,2018-05-09,41,1109,1
curitiba,PR,63395e53d28e53559462a08ceb1b2df6,5,2018-08-17,55,595,1
campo grande,MS,1e7aa16222b1c59810585e0dc2bf73ed,5,2018-04-25,59,1343,2
sao paulo,SP,9de38c42ea4d33af19aac6c4d6c4b146,5,2018-06-20,55,956,3
sao paulo,SP,9ae90d0ae423d9ac6caad40cd7a6af6b,5,2018-08-01,63,1071,7
sao paulo,SP,b523ce1995c46d7ad970da56cbf867e1,2,2018-08-07,60,83,1
santo andre,SP,b53daded44cdc3c3f3e1962c34ebdbf2,5,2018-08-23,45,928,1
garca,SP,4d315c56f2d8d8d27bf1a1365d41c923,4,2018-07-24,59,274,1
presidente epitacio,SP,e406f3cf4b3e23077d22eb4346d6471c,4,2018-08-21,41,1918,1
porto alegre,RS,57261741e78d278aab2b462220b787f8,4,2018-07-27,50,214,4
ibitinga,SP,2ce193276df0831b86cf55d9c47ce8a8,1,2018-07-24,35,385,1
sao paulo,SP,37f48a21c9c1cd7784eee9e1c6a91e5b,5,2018-05-19,52,294,2
belo horizonte,MG,7b3eaa9c1b740e4f097d60f54aa44ede,5,2018-07-14,54,118,1
ibitinga,SP,e4cb234bf724fa255f0ecd4d95f72a9f,5,2018-08-21,60,473,1
goiania,GO,82121ebedf0f27bfb35630958489c7ea,5,2018-06-28,50,520,2
sao paulo,SP,50dfd1d8502e5ef282d85dd49cee6db5,1,2018-08-02,28,528,1
tabatinga,SP,c51ac8cd56af613cfb3e2c369123b13e,5,2018-07-31,52,967,1
sbc/sp,SP,a29c6282a6e4ec30881051cfaa99029c,5,2018-06-28,42,1604,1
toledo,PR,777e1991a17b077dc363745bbaf05e2f,5,2018-06-07,53,542,2
curitiba,PR,8c13aa9bfa920854ca73694d94387d40,5,2018-05-25,60,180,1
joinville,SC,d4497ce5e801d56876bd6c9e514767e5,1,2018-05-09,32,122,2
sao paulo,SP,f526502583165bcf37f59cb5092ba1e7,5,2018-06-08,53,532,1
arraial d'ajuda (porto seguro),BA,6b6634917b74d4db4d32cf09754c061d,5,2018-07-24,48,691,2
limeira,SP,62310e6941dd333f0a8bfde5ec77d8c6,5,2018-07-18,47,414,1
pacatuba,CE,398f1723ca5725d585fbc000ec3edb05,1,2018-05-12,34,1007,5
serra negra,SP,493df4388d821e8fe154543cceafa20d,3,2018-06-22,55,1440,1
sao paulo,SP,33526a04c7941ab386cc410962b171a0,5,2018-07-31,33,94,1
rio de janeiro,RJ,dec9169d4f8c2e229d7421e28ef70781,5,2018-08-31,47,114,1
formosa,GO,20179c04ba0e2e024542349ec1d5d263,2,2018-07-06,39,400,1
guarulhos,SP,61edec4c7086a5383dc4f5e6fca69e9b,3,2018-06-12,56,199,2
sao paulo,SP,26cf5f2fef907ebc54269ab08ba4fc3b,5,2018-06-20,55,310,3
sao paulo,SP,20febe29f23cdee32db9532860db7341,2,2018-08-09,40,774,1
niteroi,RJ,eda3cb37479a52de9848bfba4b805cdf,1,2018-06-01,35,503,2
borda da mata,MG,881d60b41ea9627a5428fb78693fad34,1,2018-08-03,54,1632,6
curitiba,PR,9e9cfa056dcd246d1bfd47f58a771abf,5,2018-08-30,42,155,1
ubatuba,SP,b058d10cd1c5819182e6071160eb23a0,5,2018-08-14,60,1873,1
entre rios do oeste,PR,2b3c4e25e8edee43a664159df5afa3ea,5,2018-08-07,57,2259,1
sao carlos,SP,caca64f71d73695719939294fa88c791,3,2018-08-31,50,690,1
sao paulo,SP,0745fd0c5e5bd55f752798a152b1d04b,5,2018-08-31,42,576,3
catanduva,SP,371144639291ca32d97aa87af7ef134e,5,2018-05-08,35,272,2
santos,SP,362b6af60a35f334d6df5c237a9897c4,5,2018-04-26,49,199,4
rio de janeiro,RJ,7df3fcf1165828f7300fe1816834530e,4,2018-05-23,53,514,3
taboao da serra,SP,57e34f23ea6f7d6197a2792928bfbb04,5,2018-04-25,57,1268,2
sao paulo,SP,503c7d5d134281cbc25783a87057f690,5,2018-06-20,28,102,1
formiga,MG,6a411c43a42ddb752d87534a423d043a,5,2018-06-19,36,668,1
sao paulo,SP,ecdec61b6acfa5ba6f5050cb64d166aa,5,2018-07-05,60,466,7
santos,SP,8993af9c591e49725d6658a86ab3314c,3,2018-07-13,60,628,2
caxias do sul,RS,c4d7f25ccb1c6a9d798bcce9b814ab02,5,2018-05-01,36,80,2
macae,RJ,2b86487ced52ef357d5454397ff5538a,4,2018-04-27,58,801,1
lauro de freitas,BA,6a0ac163171ef70a5386eae45e6a799e,5,2018-06-07,51,1368,2
belo horizonte,MG,58651d692f3fb03a452df6646056b8e3,1,2018-05-15,60,279,1
rio claro,SP,47e8cbf8f737294d8ca46cb2c4229cfc,4,2018-07-25,54,3569,2
lajeado,RS,24abde75980ca7fd4234cc23e098c2ee,5,2018-05-05,52,920,4
cascavel,PR,092de8ef0dad90862e5c0dfb15a10790,4,2018-06-30,52,1427,1
ribeirao preto,SP,81928f41f8a362d614d4e4073d24de07,4,2018-05-22,22,265,1
venancio aires,RS,996763a377a7e96ea28f02058d1e1883,1,2018-08-23,59,168,3
campo grande,MS,df78dad0e4ef0211f5622cc26f335900,5,2018-07-05,55,661,1
sao jose do rio preto,SP,86e15c44520932e049ca96660a60b776,5,2018-06-21,53,1909,1
navegantes,SC,d6c071bb6550e03c4ec129f737acfc3d,1,2018-06-08,58,701,6
belo horizonte,MG,ad598503d5390301de7d5cd3b1dc2c4d,1,2018-08-09,39,202,1
sao bernardo do campo,SP,f6ea8cbcc8900287db116d4edbdc7c7d,5,2018-08-22,57,729,1
cotia,SP,00b1cb0320190ca0daa2c88b35206009,1,2018-08-28,54,664,1
sao paulo,SP,47cf7e28d8f434cd6a3f4825953cdbac,5,2018-05-12,40,622,6
sao paulo,SP,66305a754211cca47c3a2a59addf19ba,5,2018-08-18,59,646,1
santos,SP,0327e521bdeabce73fcf327b2fc94c92,5,2018-05-05,57,1260,2
limeira,SP,078f6a01964ee122ef20881df839af31,1,2018-08-18,59,266,1
santana de parnaiba,SP,a11cb431739ce0d512e8a8e96654722f,1,2018-05-15,48,662,2
curitiba,PR,d39e9ca8b53fe40e2f41cad1e5f09066,5,2018-05-30,17,746,1
cruzeiro,SP,e0392865844b1934818565a516cf8bdb,5,2018-07-24,63,150,2
sao paulo,SP,89d6544684b9cbacd492feb38abe4fe7,5,2018-07-13,51,731,1
ibitinga,SP,e5cbee019f9a5bfe36c2144b96b10ea4,5,2018-08-15,55,1735,1
diadema,SP,5052e182aee58daae49fec8b9caad0c9,5,2018-08-11,42,1182,1
sao paulo,SP,dcfabd43a5dcce53d1ca781b2efa47e3,5,2018-06-24,54,940,1
maringa,PR,7b78cc6982a3e84c736e54249ed7612c,5,2018-08-05,37,337,1
santa maria,RS,0ca4b3b797fddd6288abcd726e5669e3,4,2018-08-30,51,339,2
brasilia,DF,ff92fd3088a85112214acbc08d72afbf,5,2018-05-31,52,1493,6
sorocaba,SP,099a55045696dde09f58f62e8e82a542,5,2018-06-14,54,1318,1
sao jose do rio preto,SP,04cc9ab9d21b11d7aca691cf7facaaa1,4,2018-05-05,56,160,2
mirassol,SP,48a9ea3e1c382a1103caddec631502f7,5,2018-08-07,48,1422,1
osasco,SP,b1303b12e93f925254918495e630d0a2,5,2018-07-13,58,108,1
muriae,MG,703c8b76142240a2a16990e449124e2b,1,2018-05-27,42,3887,1
sao paulo,SP,51439e5635af258945aeca18f5a04edb,5,2018-08-01,45,1198,2
sao paulo,SP,17220c71a949903772f1ed32292ee69f,2,2018-07-28,44,610,1
canoas,RS,6d888f8abd52d2a117f3d9844510d2d2,5,2018-08-02,54,691,2
rio de janeiro,RJ,66673d07632c70dc8a9393c230b2e275,5,2018-07-14,58,291,1
sao bernardo do campo,SP,81a57f43681d0997118092af56f37ce5,3,2018-07-04,39,120,2
sao jose do rio preto,SP,ecca6d9e70db69a20c2cca23b23fc8aa,5,2018-08-14,57,722,4
volta redonda,RJ,b42efa12fc4809e0815df3eb3d636744,5,2018-08-15,54,802,17
guarulhos,SP,015ed18d7ea7ca5c14f3c1decc55daf1,5,2018-05-29,63,522,2
sao paulo,SP,2703773aea9533b606eed4f16f883e2e,2,2018-05-18,32,1032,1
sao paulo,SP,85eef2d342b0de363c45c1bc324729c5,3,2018-05-12,42,951,2
sao paulo,SP,bb8b33cf13619f7da613f72bb3bbc849,2,2018-06-16,60,681,4
sao paulo,SP,c6b91873827689f33c1a45cd4bccd049,5,2018-07-27,58,381,3
santo andre/sao paulo,SP,eac1cf6cb1ee09ff44506b3bde3a847d,5,2018-05-12,38,456,1
ipe,RS,e531f04ac27aac6bf0cba03986415776,1,2018-05-09,46,490,1
sao paulo,SP,623906ceb400510974acad2860500532,5,2018-06-26,52,745,4
messias targino,RN,7091b998662c89051acb6bcb57cb43a2,4,2018-07-28,58,789,2
petropolis,RJ,61af896f4ec21290693a537f0671f6ae,5,2018-07-31,41,1064,1
sao paulo,SP,ca907d8c04d50f8377a1a77a216d334c,5,2018-05-26,52,706,2
campinas,SP,8501926dd0837d694fc5af339c02a6b2,1,2018-08-22,33,1405,3
sao paulo,SP,c7dd323224f4c34e9014d0a89e987b47,5,2018-08-23,30,530,1
curitiba,PR,d191ac7a9642a12d39419f26f43f800c,5,2018-07-24,56,1613,2
porto ferreira,SP,e4e0b1913652739070617b6a336a6ca5,4,2018-06-13,39,1285,2
varginha,MG,9bd5c53e69d9f7ddcd2ac219938bb4be,5,2018-08-10,41,186,2
belo horizonte,MG,b07244447d6e71d93891e79c556a7fc0,5,2018-08-21,60,48,1
porto alegre,RS,0ad9d4e4f4c9746b59ddb9c18d30d241,4,2018-08-15,46,2145,8
brasilia,DF,4bd17c85bd06ed500f1619f6692ea8af,1,2018-08-01,58,526,5
ribeirao preto,SP,c7068b2d09a51ca53dd0a06c2526be34,4,2018-05-03,52,603,2
botucatu,SP,cc377f50beca76eafcc202f7f770a627,5,2018-07-03,53,953,1
curitiba,PR,dae7f9d0e25515e268456f392f53751e,5,2018-07-25,59,282,2
sao paulo,SP,1bb86f8d6d2967cbf88b8a487d536e43,5,2018-06-24,60,443,2
domingos martins,ES,b226cacb0f9d03a94be963d2d8ceff65,5,2018-06-12,49,1720,2
campinas,SP,7f47f1066a8cc8c9a6020bd3d87ba8e9,4,2018-05-09,60,1271,1
sao paulo,SP,a470f84c0f59a6ed8f6733031b7dbeee,4,2018-06-23,48,267,1
uberaba,MG,0e59758c67cf787fa8b8be982b41686e,4,2018-04-28,40,287,6
presidente prudente,SP,a97e8bd621edbcb4558c0de4c02f05a9,1,2018-06-06,58,797,5
sao paulo,SP,84aa61a900410cfe26b57337d376a1ae,5,2018-08-22,29,250,2
sao paulo,SP,27bc27fbc876aa11a925efac34583f63,1,2018-08-07,45,1134,1
coronel fabriciano,MG,6af5d730993da615e313627e0ac37f87,4,2018-05-15,32,999,3
sao paulo,SP,11120fb91d0191b1174ea4e37043ff39,3,2018-08-21,45,650,1
cachoeirinha,RS,32d264c87f67556abfb9ddeb89d4277b,4,2018-08-02,57,1176,4
sao paulo,SP,301313444187abe8ef32ccb2b73b484a,4,2018-07-01,63,1498,4
ibitinga,SP,c6bf92017bd40729c135b58b643f64c2,5,2018-08-16,44,205,6
sao paulo,SP,118d73676619f09bd5da8c9cf463f384,5,2018-05-27,31,322,2
maua,SP,ce42a8b69a1f006400c700bb5616f736,3,2018-05-20,55,787,2
sao goncalo,RJ,408c159bf7f5bb5ee0ee64ca6be81ab3,5,2018-08-21,24,761,4
sao bernardo do campo,SP,4170c6a8a42c20c1356a88bcbf187efb,5,2018-06-19,43,478,1
s jose do rio preto,SP,cf57d12f25beeb760bd30983c67f21cd,4,2018-08-14,48,2154,1
ribeirao preto,SP,d3702a0c7d129ebdb41eb60791ea41e2,1,2018-05-23,55,133,1
taruma,SP,9d6f2f3cd249678b19ac473c2e38bee9,5,2018-06-20,59,586,3
sao paulo,SP,12d8f84b2205c7654fdf6768718d243d,1,2018-07-11,44,343,1
garca,SP,ced1aea35f3b1e1474390a452a02d750,5,2018-07-05,52,468,3
guarulhos,SP,70b29d983d411a9fa6a5f8c2380baa90,5,2018-06-28,57,1551,1
uberlandia,MG,446de4fae55c385fb4c5481c783bed29,5,2018-05-16,44,952,3
limeira,SP,637b8707a779cf11512f479310e5751a,5,2018-07-28,56,217,1
sao paulo,SP,078db7c551c5b6a107ba6d586a13f14d,5,2018-05-24,48,157,1
sao paulo,SP,36fb716af0b33abaac585787ccd0c0af,5,2018-06-07,45,434,2
sao paulo,SP,fd956cbe7c235fe02662e99e854220e5,5,2018-07-27,34,279,4
pirassununga,SP,35acd7d0da0be873dde0470893f3d5c2,4,2018-08-21,47,1750,4
sao paulo,SP,814fe5df303b0c72aeddb331dbfe9802,5,2018-06-13,51,840,1
sao paulo,SP,67756d84a71c958f3c19cd41a7580d9d,5,2018-06-29,35,564,1
sorocaba,SP,d2b4a4076a8cb3ca3b43a1ee90b4a0e2,5,2018-06-26,44,354,5
sorocaba,SP,2583425d8fd6d2a22d92c8480c1b546d,1,2018-05-02,51,236,2
sao paulo,SP,27d59d6c52a0d2dbb8e2ea86ff71f962,5,2018-06-19,48,2756,3
belo horizonte,MG,0ff95576cbc4bec34c722c80b81a25fd,5,2018-05-16,51,1362,3
ribeirao preto,SP,8c1d4b6d5a4c76d480dc3f8e766b285e,5,2018-05-03,57,500,1
campinas,SP,d7f71d136da2fa678c39380a22d117df,1,2018-08-31,49,170,6
aruja,SP,4ed418ef4e45eb8f9b22aee4366e9541,1,2018-08-21,55,1633,1
sao paulo,SP,5f0204c837c9b96a76c8da513f40ab17,2,2018-08-09,36,1588,4
goiania,GO,b77c6d3c0334b27a51f220038f0ef8ac,5,2018-07-31,63,394,1
sao carlos,SP,8d7394529f217471379930f10b4237a2,3,2018-06-02,50,1352,2
sao paulo,SP,49549ed2d115e970bfb52d517fe0e91f,5,2018-07-03,53,192,1
sp / sp,SP,df13cbaf3230c62a4b582317936e8a39,1,2018-07-14,40,202,1
cascavel,PR,79c886043a847d8d2e58c43a1ec1ebd2,2,2018-07-08,54,369,1
sao paulo,SP,b77e196ee314322dcec6124fa3e38b6b,1,2018-08-29,52,1412,1
belo horizonte,MG,acfa87544c19d596707d25cf2f7dab61,1,2018-08-25,41,384,1
angra dos reis,RJ,a4244008bc97ae9cdc3807237fa83229,5,2018-07-04,58,905,2
rio de janeiro,RJ,103407760762721e1dbb7247b5f7c331,4,2018-08-17,57,384,1
maringa,PR,a8214c9e03a43c854489256848d39323,5,2018-06-06,52,1400,1
suzano,SP,a7cf730b181e6cad8b924251402d001b,4,2018-08-11,57,623,2
sao bernardo do campo,SP,4d3fd3b2bf5c3adc542718183a646bac,4,2018-05-16,60,1483,1
juzeiro do norte,CE,b560ced1765e243b3ebf765d80a8873d,1,2018-07-26,55,529,4
sao paulo,SP,f6f0b540e89f9b3f6f256e9c5c739f6f,4,2018-07-11,52,231,1
divinopolis,MG,5b74abebfd5bc1d137d7ade71c5cfd36,5,2018-08-29,54,553,1
laurentino,SC,f35013d66cfcbe79e1bcedd6fb914278,3,2018-08-11,47,653,1
cotia,SP,ba13f88bc48228019bdb212741534045,4,2018-05-09,51,208,3
sao paulo,SP,8deb64b979ba1e9e5325ca8427efec4f,5,2018-06-09,55,139,5
sao paulo,SP,12b3cb06983f9c76f13d142a0eccb640,2,2018-06-10,40,1120,1
flores da cunha,RS,f73b31435ce6dec43df056154c39a1ce,3,2018-08-29,59,307,2
imbituba,SC,7fbcbe13cc35fceecf99aa3e64d9dea1,1,2018-07-21,45,702,4
jaragua do sul,SC,6bbc42789eb069b08765ebadaeee4e71,5,2018-05-26,55,1646,1
londrina,PR,e8f1e6bc58ce50eb224d5ea7408a88c0,1,2018-06-07,52,1030,4
montenegro,RS,3794be706c3088573f54b492768e7689,1,2018-08-30,34,1080,2
rio de janeiro,RJ,ea1c943b92b11b5d15ba43481b4e3ab8,5,2018-05-22,60,549,4
sao paulo,SP,819c95d80987748e1ce29b9b637cc920,5,2018-07-28,47,796,3
curitiba,PR,6b1a7e1ba96a182c5eef89a67ef8217b,5,2018-04-27,48,541,4
sao paulo,SP,a445af0d83713885b6b576796191b1fa,4,2018-08-02,59,400,2
apucarana,PR,8c8005895f46f6c1bdf16697c70e645a,1,2018-08-26,42,237,1
sao paulo,SP,9450436aed6e34dfd38b4b087e27c572,2,2018-05-06,34,774,1
sao paulo,SP,fd4907109f6bac23f07064af84bec02d,1,2018-05-09,34,608,3
osasco,SP,d85e7bfbf3642aa30c49c490a914d140,2,2018-05-01,50,205,1
sao paulo,SP,afef03e9561e4321c46c94c6df9c6827,5,2018-07-10,53,3826,2
sao paulo,SP,00995d799817ecc3bd2abd8fbe59c430,1,2018-08-03,58,374,6
salvador,BA,d902e0d07551cd7a8961363aae3e52f5,5,2018-05-19,60,1511,5
